0.015,-1
0.03,-1
0.045,-1
0.06,-1
0.075,-1
0.09,-1
0.105,-1
0.12,-1
0.135,-1
0.15,-1
0.165,-1
0.18,-1
0.195,-1
0.21,-1
0.225,-1
0.24,-1
0.255,-1
0.27,-1
0.285,-1
0.3,-1
0.315,-1
0.33,-1
0.345,-1
0.36,-1
0.375,-1
0.39,-1
0.405,-1
0.42,-1
0.435,-1
0.45,-1
0.465,-1
0.48,-1
0.495,-1
0.51,-1
0.525,-1
0.54,-1
0.555,-1
0.57,-1
0.585,-1
0.6,-1
0.615,-1
0.63,-1
0.645,-1
0.66,-1
0.675,-1
0.69,-1
0.705,-1
0.72,-1
0.735,-1
0.75,-1
0.765,-1
0.78,-1
0.795,-1
0.81,-1
0.825,-0.99999
0.84,-0.99978
0.855,-0.9976
0.87,-0.9852
0.885,-0.94088
0.9,-0.83111
0.915,-0.62784
0.93,-0.32951
0.945,0.033327
0.96,0.41088
0.975,0.75391
0.99,1.0279
1.005,1.2174
1.02,1.3232
1.035,1.3563
1.05,1.3321
1.065,1.2667
1.08,1.1744
1.095,1.0667
1.11,0.95217
1.125,0.83704
1.14,0.72537
1.155,0.61969
1.17,0.52144
1.185,0.43124
1.2,0.3492
1.215,0.27512
1.23,0.20859
1.245,0.14908
1.26,0.096055
1.275,0.048944
1.29,0.0072081
1.305,-0.029659
1.32,-0.062124
1.335,-0.090611
1.35,-0.1155
1.365,-0.13714
1.38,-0.15582
1.395,-0.17183
1.41,-0.18539
1.425,-0.19672
1.44,-0.206
1.455,-0.2134
1.47,-0.21906
1.485,-0.22311
1.5,-0.22567
1.515,-0.22682
1.53,-0.22667
1.545,-0.22528
1.56,-0.22272
1.575,-0.21906
1.59,-0.21434
1.605,-0.20861
1.62,-0.20192
1.635,-0.19429
1.65,-0.18576
1.665,-0.17635
1.68,-0.16609
1.695,-0.15499
1.71,-0.14308
1.725,-0.13035
1.74,-0.11683
1.755,-0.10251
1.77,-0.087409
1.785,-0.071527
1.8,-0.054879
1.815,-0.037489
1.83,-0.019414
1.845,-0.00075149
1.86,0.018334
1.875,0.037602
1.89,0.05673
1.905,0.075322
1.92,0.092927
1.935,0.10907
1.95,0.12331
1.965,0.13523
1.98,0.14454
1.995,0.15105
2.01,0.15467
2.025,0.15545
2.04,0.15356
2.055,0.14923
2.07,0.14276
2.085,0.13448
2.1,0.12475
2.115,0.11391
2.13,0.1023
2.145,0.090193
2.16,0.077871
2.175,0.065554
2.19,0.053433
2.205,0.041664
2.22,0.030369
2.235,0.019643
2.25,0.0095571
2.265,0.00016033
2.28,-0.008515
2.295,-0.016451
2.31,-0.023642
2.325,-0.030089
2.34,-0.035805
2.355,-0.040803
2.37,-0.045104
2.385,-0.04873
2.4,-0.051706
2.415,-0.05406
2.43,-0.055817
2.445,-0.057008
2.46,-0.057659
2.475,-0.0578
2.49,-0.057458
2.505,-0.056663
2.52,-0.055443
2.535,-0.053825
2.55,-0.051838
2.565,-0.04951
2.58,-0.046868
2.595,-0.043941
2.61,-0.040757
2.625,-0.037343
2.64,-0.03373
2.655,-0.029945
2.67,-0.026018
2.685,-0.021979
2.7,-0.01786
2.715,-0.01369
2.73,-0.0095037
2.745,-0.0053325
2.76,-0.0012106
2.775,0.0028273
2.79,0.006746
2.805,0.01051
2.82,0.014082
2.835,0.017428
2.85,0.020512
2.865,0.023302
2.88,0.025766
2.895,0.027878
2.91,0.029614
2.925,0.030957
2.94,0.031897
2.955,0.032429
2.97,0.032554
2.985,0.032284
3,0.031634
3.015,0.030628
3.03,0.029294
3.045,0.027665
3.06,0.025778
3.075,0.023672
3.09,0.021388
3.105,0.018966
3.12,0.016446
3.135,0.013868
3.15,0.011268
3.165,0.008679
3.18,0.0061331
3.195,0.0036577
3.21,0.0012771
3.225,-0.00098752
3.24,-0.0031184
3.255,-0.0051011
3.27,-0.0069237
3.285,-0.0085777
3.3,-0.010057
3.315,-0.011357
3.33,-0.012476
3.345,-0.013414
3.36,-0.014174
3.375,-0.014757
3.39,-0.01517
3.405,-0.015417
3.42,-0.015504
3.435,-0.01544
3.45,-0.015233
3.465,-0.014891
3.48,-0.014423
3.495,-0.01384
3.51,-0.013152
3.525,-0.012369
3.54,-0.011501
3.555,-0.010559
3.57,-0.0095555
3.585,-0.0084998
3.6,-0.0074035
3.615,-0.0062776
3.63,-0.0051329
3.645,-0.0039802
3.66,-0.0028299
3.675,-0.0016925
3.69,-0.00057794
3.705,0.00050425
3.72,0.0015449
3.735,0.0025352
3.75,0.0034672
3.765,0.0043334
3.78,0.005127
3.795,0.0058421
3.81,0.0064736
3.825,0.0070172
3.84,0.0074698
3.855,0.0078291
3.87,0.0080939
3.885,0.0082642
3.9,0.0083409
3.915,0.0083262
3.93,0.008223
3.945,0.0080355
3.96,0.0077687
3.975,0.0074283
3.99,0.0070209
4.005,0.0065538
4.02,0.0060344
4.035,0.0054709
4.05,0.0048714
4.065,0.0042443
4.08,0.0035979
4.095,0.0029403
4.11,0.0022793
4.125,0.0016226
4.14,0.00097715
4.155,0.00034959
4.17,-0.0002541
4.185,-0.00082849
4.2,-0.0013688
4.215,-0.001871
4.23,-0.0023314
4.245,-0.0027474
4.26,-0.0031168
4.275,-0.0034379
4.29,-0.0037097
4.305,-0.003932
4.32,-0.0041046
4.335,-0.0042284
4.35,-0.0043042
4.365,-0.0043335
4.38,-0.0043182
4.395,-0.0042603
4.41,-0.0041624
4.425,-0.0040271
4.44,-0.0038574
4.455,-0.0036563
4.47,-0.003427
4.485,-0.003173
4.5,-0.0028976
4.515,-0.0026044
4.53,-0.0022969
4.545,-0.0019785
4.56,-0.0016528
4.575,-0.001323
4.59,-0.00099265
4.605,-0.00066483
4.62,-0.00034264
4.635,-2.9016e-05
4.65,0.00027331
4.665,0.00056176
4.68,0.00083401
4.695,0.0010879
4.71,0.0013216
4.725,0.0015335
4.74,0.0017222
4.755,0.0018865
4.77,0.0020257
4.785,0.0021392
4.8,0.0022267
4.815,0.0022883
4.83,0.0023241
4.845,0.0023348
4.86,0.002321
4.875,0.0022838
4.89,0.0022244
4.905,0.0021442
4.92,0.0020448
4.935,0.0019279
4.95,0.0017955
4.965,0.0016494
4.98,0.0014918
4.995,0.0013248
5.01,0.0011504
5.025,0.00097086
5.04,0.00078824
5.055,0.00060459
5.07,0.00042189
5.085,0.00024203
5.1,6.6795e-05
5.115,-0.00010216
5.13,-0.00026333
5.145,-0.00041533
5.16,-0.00055696
5.175,-0.00068717
5.19,-0.00080509
5.205,-0.00091
5.22,-0.0010014
5.235,-0.0010788
5.25,-0.0011421
5.265,-0.0011911
5.28,-0.0012261
5.295,-0.0012471
5.31,-0.0012547
5.325,-0.0012491
5.34,-0.0012311
5.355,-0.0012013
5.37,-0.0011606
5.385,-0.0011096
5.4,-0.0010494
5.415,-0.00098098
5.43,-0.00090527
5.445,-0.00082335
5.46,-0.00073627
5.475,-0.00064509
